"ACL00","STARTIME","UNIT","SEX","GEO","TIME","Value"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","United Kingdom","2010","1.0"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Turkey","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Turkey","2010","3.0"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Slovenia","2000","0.83"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Slovenia","2010","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Serbia","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Serbia","2010","0.6"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Romania","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Males","Romania","2010","0.8"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","United Kingdom","2000","0.42"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","United Kingdom","2010","0.7"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Turkey","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Turkey","2010","0.8"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Slovenia","2000","0.65"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Slovenia","2010","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Serbia","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Serbia","2010","1.0"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Romania","2000","-1"
"Travel to/from work/study","From 20:10 to 20:19","Participation rate (%)","Females","Romania","2010","0.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","United Kingdom","2000","0.90"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","United Kingdom","2010","0.7"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Turkey","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Turkey","2010","1.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Slovenia","2000","0.75"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Slovenia","2010","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Serbia","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Serbia","2010","0.7"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Romania","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Total","Romania","2010","0.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","United Kingdom","2000","1.46"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","United Kingdom","2010","1.0"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Turkey","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Turkey","2010","2.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Slovenia","2000","0.85"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Slovenia","2010","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Serbia","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Serbia","2010","0.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Romania","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Males","Romania","2010","0.6"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","United Kingdom","2000","0.36"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","United Kingdom","2010","0.5"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Turkey","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Turkey","2010","0.6"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Slovenia","2000","0.65"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Slovenia","2010","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Serbia","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Serbia","2010","0.8"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Romania","2000","-1"
"Travel to/from work/study","From 20:20 to 20:29","Participation rate (%)","Females","Romania","2010","0.4"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","United Kingdom","2000","0.72"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","United Kingdom","2010","4.0"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Turkey","2010","0.4"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Slovenia","2000","0.24"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Serbia","2010","0.2"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Total","Romania","2010","0.8"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","United Kingdom","2000","0.68"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","United Kingdom","2010","4.0"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Turkey","2010","0.4"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Slovenia","2000","0.26"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Serbia","2010","0.2"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Males","Romania","2010","0.8"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","United Kingdom","2000","0.75"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","United Kingdom","2010","4.0"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Turkey","2010","0.3"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Slovenia","2000","0.23"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Serbia","2010","0.1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","Total (24 hours)","Participation rate (%)","Females","Romania","2010","0.8"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","United Kingdom","2000","0.05"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","United Kingdom","2010","2.9"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","United Kingdom","2000","0.02"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:00 to 04:09","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","United Kingdom","2000","0.01"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","United Kingdom","2010","3.4"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","United Kingdom","2000","0.01"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","United Kingdom","2000","0.01"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","United Kingdom","2010","3.6"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:10 to 04:19","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","United Kingdom","2000","0.04"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","United Kingdom","2010","3.3"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","United Kingdom","2000","0.04"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","United Kingdom","2010","3.5"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:20 to 04:29","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","United Kingdom","2010","3.3"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","United Kingdom","2000","0.04"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","United Kingdom","2010","3.5"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:30 to 04:39","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","United Kingdom","2000","0.04"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","United Kingdom","2010","3.2"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","United Kingdom","2000","0.00"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","United Kingdom","2000","0.07"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","United Kingdom","2010","3.4"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:40 to 04:49","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","United Kingdom","2010","3.3"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","United Kingdom","2000","0.01"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","United Kingdom","2000","0.04"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","United Kingdom","2010","3.4"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Serbia","2010","0.0"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Romania","2000","-1"
"Unspecified time use and travel","From 04:50 to 04:59","Participation rate (%)","Females","Romania","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Turkey","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Slovenia","2000","0.00"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Serbia","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Romania","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Total","Romania","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","United Kingdom","2010","3.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Turkey","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Slovenia","2000","0.01"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Serbia","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Serbia","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Romania","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Males","Romania","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","United Kingdom","2000","0.03"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","United Kingdom","2010","3.1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Turkey","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Turkey","2010","0.0"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Slovenia","2000","0.00"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Slovenia","2010","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Serbia","2000","-1"
"Unspecified time use and travel","From 05:00 to 05:09","Participation rate (%)","Females","Serbia","2010","0.0"
